date, pm25, pm10, o3, no2, so2, co
2017/10/23, 34, 17, 27, 3, 4, 4
2017/10/24, 42, 7, 23, 2, 3, 
2017/10/25, 20, 8, 14, 5, , 3
2017/10/26, 20, 8, 20, 1, , 2
2017/10/27, 17, 15, 23, 2, , 2
2017/10/28, 27, 23, 26, 1, , 2
2017/10/29, 42, 23, 27, 2, , 2
2017/10/30, 43, 25, 26, 4, 5, 
2017/10/31, 46, 25, 21, 6, 11, 3
2017/11/1, 51, 25, 22, 5, 12, 5
2017/11/2, 60, 15, 19, 1, 2, 3
2017/11/3, 36, 12, 22, 4, 6, 
2017/11/4, 22, 16, 23, 5, 16, 3
2017/11/5, 35, 16, 22, 3, , 3
2017/11/6, 32, 13, 25, 4, 2, 
2017/11/7, 26, 15, 38, 4, 5, 3
2017/11/8, 28, 18, 42, 7, 3, 3
2017/11/9, 33, 12, 48, 6, 2, 3
2017/11/10, 28, 14, 34, 11, 5, 4
2017/11/11, 34, , , , , 
2017/11/14, 47, 9, 24, 2, , 2
2017/11/15, 26, 10, 27, 3, , 2
2017/11/16, 23, 14, 39, 3, , 2
2017/11/17, 25, 24, 21, 2, , 
2017/11/18, 43, , , , , 
2017/11/21, 20, 10, 19, 4, , 2
2017/11/22, 26, 15, 17, 3, , 
2017/11/23, 38, 15, 23, 4, , 
2017/11/24, 27, 20, 29, 7, 8, 4
2017/11/25, 37, 22, 19, 2, 5, 3
2017/11/26, 50, 14, 18, 7, 14, 3
2017/11/27, 30, 17, 22, 3, 2, 3
2017/11/28, 38, 10, 18, 2, , 
2017/11/29, 29, 8, 19, 2, , 2
2017/11/30, 20, 11, 17, 2, 5, 2
2017/12/1, 24, 10, 21, 3, 5, 2
2017/12/2, 21, 14, 27, 5, 12, 2
2017/12/3, 28, 16, 22, 1, , 2
2017/12/4, 27, 16, 21, 5, , 4
2017/12/5, 34, 9, 20, 6, 4, 3
2017/12/6, 34, 6, 18, 3, 4, 2
2017/12/7, 26, 14, 18, 4, 5, 2
2017/12/8, 29, 22, 22, 4, 4, 2
2017/12/9, 30, 21, 24, 3, 4, 3
2017/12/10, 32, 16, 41, 4, 4, 3
2017/12/11, 32, 17, 49, 5, , 3
2017/12/12, 38, 31, 12, 5, 5, 3
2017/12/13, 53, 18, 15, 3, 5, 
2017/12/14, 31, 14, 21, 3, 2, 2
